Date,Close,High,Low,Open,Volume
,XOM,XOM,XOM,XOM,XOM
2010-06-21,35.68142318725586,36.45575410484803,35.52316418391679,36.22967104641384,24877600
2010-06-22,35.00883865356445,35.720999009851866,34.92405909616069,35.68143478517907,26147000
2010-06-23,34.53407287597656,35.18971150555229,34.42103344294787,34.87884875254542,38058900
2010-06-24,33.951908111572266,34.5905911917377,33.838866534078306,34.375812410108054,34188500
2010-06-25,33.403648376464844,34.04798453838001,33.403648376464844,33.99711595075745,118023500
2010-06-28,33.047569274902344,33.56755734718305,33.047569274902344,33.52234202424424,43013000
2010-06-29,32.38063049316406,32.83279455802882,32.21672034587298,32.781925965976015,52525000
2010-06-30,32.256290435791016,32.62932612668893,32.17150871491428,32.40324513116552,43944900
2010-07-01,31.996280670166016,32.36931617859883,31.74758889381902,32.2054060816588,47746400
2010-07-02,31.973697662353516,32.21108526205338,31.61761734084842,32.13195462476049,32767900
2010-07-06,32.476715087890625,32.55019242373418,32.08672397811494,32.312804937196695,36912100
2010-07-07,33.024967193603516,33.03627156563933,32.3636754440838,32.42584841223652,41797200
2010-07-08,33.239742279052734,33.46017211918515,32.85540229663631,33.4206078994736,40430300
2010-07-09,33.2227783203125,33.352775325487364,32.951479941327406,33.211473951677135,25976500
2010-07-12,33.3132209777832,33.3132209777832,32.8949699948646,32.945838590742646,23515000
2010-07-13,33.58451461791992,33.75407801724104,33.3697380493327,33.68625179507732,30514200
2010-07-14,33.49408721923828,33.53930470798179,33.13235593364433,33.471480630955064,26061100
2010-07-15,33.499725341796875,33.62407122354976,33.11538548554937,33.55059391559691,24737300
2010-07-16,32.75932693481445,33.40931445304916,32.67454736032012,33.25670863165261,35805700
2010-07-19,33.024967193603516,33.200181726025846,32.838448289145376,32.96844748951296,20960000
2010-07-20,33.31887435913086,33.341483103175925,32.595409642308255,32.60106290636377,23807300
2010-07-21,32.87800979614258,33.4206088285779,32.55584276605603,33.4206088285779,26859700
2010-07-22,33.561912536621094,33.79364676988742,33.154963773387166,33.18322362503653,27051400
2010-07-23,33.75407791137695,33.80494649979611,33.23408765686022,33.494081706074496,19281400
2010-07-26,34.13276290893555,34.16102275529196,33.70320763848909,33.742771854605685,20236500
2010-07-27,34.37015151977539,34.421020107366104,34.132764058989345,34.26276108147936,22400800
2010-07-28,34.426673889160156,34.630148255331875,34.3249367060743,34.3249367060743,23511100
2010-07-29,34.10449981689453,34.97491680079915,34.07623997322758,34.7149206332347,33763000
2010-07-30,33.731468200683594,34.20058769720214,33.68625072068328,33.99711550546511,29354600
2010-08-02,35.00883865356445,35.06536051458883,34.25711622869278,34.27407170895582,28144000
2010-08-03,35.44969177246094,35.602297525328595,34.97491903779091,35.031438728739815,31075800
2010-08-04,35.44969177246094,35.54577567829168,35.19534885101485,35.52882020222461,21033800
2010-08-05,35.44403839111328,35.44403839111328,34.95796128866234,35.20099983988781,19985300
2010-08-06,35.02578353881836,35.32534174688386,34.61883491194618,34.99752154055065,23097300
2010-08-09,35.29708480834961,35.42142855538786,35.14447906071873,35.3592577599127,14731300
2010-08-10,35.0031852722168,35.13883341768853,34.73188682518493,34.95796778633395,23188500
2010-08-11,34.37700271606445,34.530700456811104,34.26884601176843,34.46808261744957,24281300
2010-08-12,34.28593063354492,34.47378419446932,33.90453413811655,33.98422879856328,16951300
2010-08-13,34.10377502441406,34.411170614182495,34.04115716299639,34.13223709646294,14651300
2010-08-16,34.08669662475586,34.29731855390868,33.72806845342887,33.92730511999009,14301100
2010-08-17,34.62178421020508,34.81532929362172,34.2346940433718,34.43393284273632,20122200
2010-08-18,34.24040222167969,34.56487467923431,33.94439184133705,34.53641043050503,20071500
2010-08-19,33.75083923339844,34.189162074658825,33.528832039978056,34.11515895301309,21174500
2010-08-20,33.52313232421875,33.62559749846476,33.32958723636701,33.597135432622295,21008800
2010-08-23,33.87038803100586,34.18347521715708,33.528838768207656,33.56868610981687,21337700
2010-08-24,33.551597595214844,33.84191634048456,33.46621138953059,33.56298285694274,25679100
2010-08-25,33.53451919555664,33.81345266584966,33.25558572526362,33.40928349401489,20944000
2010-08-26,33.28974151611328,33.87037680768414,33.204355314466014,33.79068215087341,22320900
2010-08-27,34.041160583496094,34.13224052611447,33.04497276106885,33.426371513701326,28279500
2010-08-30,33.58575439453125,34.098080330173154,33.5629838703879,33.90453521798807,16265100
2010-08-31,33.64836502075195,33.89314267391029,33.30112220248008,33.44343469052487,26985400
2010-09-01,34.67302322387695,34.701485294343534,33.99561639209848,34.17777624890474,26286200
2010-09-02,34.7584114074707,34.7584114074707,34.36562745412725,34.433939028675454,18662600
2010-09-03,34.906402587890625,35.065791859953514,34.58193032889633,34.83809321008024,21982900
2010-09-07,34.46808624267578,34.76409649618969,34.41116211264157,34.661631324915014,19435700
2010-09-08,34.58195114135742,34.87226780040986,34.51364172243637,34.53071853428731,17380600
2010-09-09,34.75271987915039,35.06011546942608,34.67302520867527,35.0088828710468,16525200
2010-09-10,34.83811569213867,34.9975050670602,34.69580312981091,34.940580910736045,14488400
2010-09-13,34.72425079345703,35.0202610608029,34.46239630863754,34.94625795108732,23141800
2010-09-14,34.729949951171875,34.9178035389711,34.58194587081363,34.633178470075514,17977500
2010-09-15,34.72425079345703,34.74132759896199,34.35993113257487,34.58762983486799,18769900
2010-09-16,34.70717239379883,34.71855765411801,34.41116214004916,34.638860831883726,16432500
2010-09-17,34.599002838134766,34.89501300061152,34.51361666934374,34.832395173922016,26447200
2010-09-20,35.03733825683594,35.19103602264306,34.695789113831104,34.74702170243348,21788100
2010-09-21,35.031639099121094,35.23656940899565,34.86655610822037,35.094256935084545,20525200
2010-09-22,34.980411529541016,35.29349858266461,34.95764100929151,35.043029374469,18207700
2010-09-23,34.80964279174805,35.04872677979975,34.66733027366489,34.718562867035494,18097800
2010-09-24,35.15118408203125,35.36749966902214,34.92917695106102,35.01456313984853,25145300
