Date,Close,High,Low,Open,Volume
,MSFT,MSFT,MSFT,MSFT,MSFT
2015-07-06,38.49015808105469,38.56819638130379,38.10863933966392,38.117308791829934,23034000
2015-07-07,38.412105560302734,38.57685485966404,37.56235733200168,38.4467899715038,36435800
2015-07-08,38.36009216308594,38.93237186502533,38.1780006110733,38.53350764852522,39785900
2015-07-09,38.60289001464844,39.20985434942102,38.58554779849042,38.802320538931376,32424700
2015-07-10,38.680908203125,39.14046511523572,38.64622378885949,39.02774242271671,25465800
2015-07-13,39.487300872802734,39.55666639053719,38.97571736222151,39.001729017910975,28178300
2015-07-14,39.55666732788086,39.851478227535395,39.28787139221989,39.40926353189746,22880300
2015-07-15,39.678062438964844,39.7907851375446,39.391924275109126,39.608696914392056,26629600
2015-07-16,40.45845413208008,40.484465796035714,39.860162707279486,39.8948438233241,26271700
2015-07-17,40.423763275146484,40.562497640312316,40.11161012660133,40.36306719711695,29467100
2015-07-20,40.68387985229492,40.86597134956436,40.267676858527025,40.449768355796465,30631900
2015-07-21,40.99604415893555,41.03940133683045,40.30237231256464,40.5624988414927,42781900
2015-07-22,39.487300872802734,40.69255609916672,39.192489980134106,39.40058984102511,59152400
2015-07-23,39.98154067993164,40.08559060648103,39.105777484052375,39.2531845787109,33934000
2015-07-24,39.834136962890625,40.16363228387103,39.712744820342,39.80812530596958,32333200
2015-07-27,39.32255172729492,39.89483130862014,39.23584400284988,39.834135239971076,39701400
2015-07-28,39.31388854980469,39.57401507232636,38.83698937390026,39.52199175243494,34328900
2015-07-29,40.13761520385742,40.56248764537203,39.24450984721345,39.365905281047844,40945900
2015-07-30,40.649208068847656,41.1000955757148,39.825471341065146,40.111609517762915,39777900
2015-07-31,40.49312973022461,41.0740788165391,40.31971095704382,41.00471329187957,31201500
2015-08-03,40.5885124206543,40.75325844487649,40.27635927354854,40.73591623584971,24125900
2015-08-04,41.22150421142578,41.36890808399965,40.47580547144412,40.536501572820356,33403900
2015-08-05,41.25617218017578,41.97585565546511,41.22148776246137,41.60300643425551,26959700
2015-08-06,40.423763275146484,41.4209187988115,40.17230951231904,41.36889217149125,27368000
2015-08-07,40.52781677246094,40.56249788319393,40.1116103667831,40.22433307280786,19163000
2015-08-10,41.039398193359375,41.178132552007,40.61452235942651,40.70990285118826,23079900
2015-08-11,40.241668701171875,40.70122559319112,39.799454015527196,40.597175662631365,29237400
2015-08-12,40.52781677246094,40.666551138457486,39.63471119040048,40.050914288390125,30181400
2015-08-13,40.519142150878906,40.839964737302466,40.31104226529693,40.80528362816417,22627200
2015-08-14,40.75325393676758,40.839961664621754,40.33705088922951,40.345720338939806,21473400
2015-08-17,41.03071975708008,41.143442441533956,40.38040192072608,40.588505083741886,21099700
2015-08-18,41.25764846801758,41.39729766191516,40.76014800666371,40.88234063513667,23574100
2015-08-19,40.68159484863281,41.09181580955597,40.411023080651674,40.82997065947772,31485500
2015-08-20,39.85244369506836,40.55941991560897,39.85244369506836,40.21029511619366,36238200
2015-08-21,37.59185791015625,39.69532604271584,37.59185791015625,39.53822026273215,70053100
2015-08-24,36.37864685058594,37.260181687191455,34.66794353965894,35.305093140274636,88753700
2015-08-25,35.32256317138672,37.740243260412115,35.252736889053665,37.15545979912419,70616600
2015-08-26,37.277645111083984,37.39111113274502,35.83751328176977,36.666678579178075,63408000
2015-08-27,38.316287994384766,38.359927746095984,37.46966282728868,37.73150466705562,50943200
2015-08-28,38.34247970581055,38.53449865143913,37.87116229172241,37.87989224170574,28246700
2015-08-31,37.984615325927734,38.34246657417743,37.61803413068458,38.01952845490313,34441700
2015-09-01,36.5008544921875,37.1729174972771,36.361205252785794,36.806336162909815,49688900
2015-09-02,37.844974517822266,37.86243108617458,36.55321842525084,36.97216607720644,37671500
2015-09-03,37.967166900634766,38.3861145496535,37.775147979605364,37.888614008350004,28285200
2015-09-04,37.19036865234375,37.56567655286095,36.83251732039712,37.364931008549426,37138800
2015-09-08,38.30756759643555,38.40357707183521,37.705330881883754,37.79261040706501,32469800
2015-09-09,37.59185791015625,38.75269469231355,37.45220869789295,38.58685896371973,33469500
2015-09-10,37.78387451171875,38.22027868950391,37.31255720063086,37.63549535993198,31366600
2015-09-11,37.9497184753418,38.04572795645742,37.478401020501835,37.65296341075745,27132500
2015-09-14,37.565670013427734,37.91479133556402,37.4085642531416,37.90606471754787,23656000
2015-09-15,38.386131286621094,38.65670321790895,37.600605350771566,37.696611523646546,28882200
2015-09-16,38.66541290283203,38.73523917560823,38.26392182286875,38.37738785138009,23372200
2015-09-17,38.62178421020508,39.27639072224245,38.473408332303705,38.65669735659395,32768200
2015-09-18,37.9497184753418,38.394852736968645,37.81879917977558,37.967175047317426,63143700
2015-09-21,38.49958038330078,38.813791950847545,38.05444621944289,38.071902787584364,26177200
2015-09-22,38.316287994384766,38.447207249518414,37.801330933393274,37.862427251688906,28085900
2015-09-23,38.29011535644531,38.551957291106156,37.97590370305196,38.34248507517782,17145200
2015-09-24,38.32501983642578,38.51703876552587,37.766422947589255,37.92352873876204,27905600
2015-09-25,38.351200103759766,39.040719542550235,38.19409432455434,38.82251744137602,29384600
2015-09-28,37.78387451171875,38.48212053027507,37.7140482451133,38.25519182280664,27613800
2015-09-29,37.91480255126953,38.028268596040824,37.57440774645606,37.85370621858508,32763600
2015-09-30,38.63050079345703,38.66541393077331,38.10681705171294,38.298835977452455,34958900
2015-10-01,38.93598556518555,39.05817821571022,38.185369763962505,39.05817821571022,28657900
2015-10-02,39.77387619018555,39.77387619018555,38.33374108280308,38.63922600259613,41839000
2015-10-05,40.69906234741211,40.92599109834319,39.887350154908155,39.93098991514487,34369300
2015-10-06,40.803802490234375,41.17911045864364,40.34121499268368,40.437224472439624,27017200
2015-10-07,40.84743881225586,41.32748284107771,40.10555288857667,41.1092807071132,27711500
2015-10-08,41.414764404296875,41.47586073354671,40.58559565512018,40.637965364262996,33772700
2015-10-09,41.11802291870117,41.493330967399885,40.95218711655443,41.41477804256756,28600600
2015-10-12,41.02199935913086,41.08309568756104,40.58559511062947,41.004542789650785,19769100
2015-10-13,40.925994873046875,41.13547040280393,40.637969765319085,40.637969765319085,19987800
2015-10-14,40.742698669433594,41.10927661988737,40.61177607027153,40.71651548140119,24697800
2015-10-15,41.030723571777344,41.048180140233214,40.611775917336416,41.030723571777344,27189400
2015-10-16,41.467132568359375,41.493319088807766,40.93472215191433,41.03945824520675,26450300
2015-10-19,41.563148498535156,41.79008062034265,41.03946462121167,41.38858609626036,29387600
2015-10-20,41.694053649902344,41.72896678161807,41.03944741298018,41.40602530749683,30802200
2015-10-21,41.19654846191406,41.886067751647474,41.11799558929254,41.82496811338708,25144300
2015-10-22,41.920997619628906,42.72398329413529,41.10055870240563,41.484593302690854,56637100
2015-10-23,46.1453857421875,47.19275663712742,45.60424538944366,45.6478851497536,135227100
2015-10-26,47.34986114501953,47.41095747368534,45.822446269373735,45.84862945894474,64633300
2015-10-27,46.86109161376953,47.454601716457105,46.76508546643816,47.12293685222033,50999900
2015-10-28,47.11420440673828,47.11420440673828,46.136659777993714,46.73016984924943,47000800
2015-10-29,46.573062896728516,46.98328396425038,46.45087023733909,46.730168695800714,30202100
2015-10-30,45.944637298583984,47.12293073002758,45.927180729655184,46.53814732416296,46619800
2015-11-02,46.468318939208984,46.573055011023214,45.92717535425279,46.12792087918827,30285000
2015-11-03,47.26258087158203,47.47205304380337,46.171570263553825,46.19775345270646,36596900
2015-11-04,47.48079299926758,47.899740761499245,47.18403791816588,47.288774026348584,37087800
2015-11-05,47.46333694458008,47.74263545578423,47.13166871396232,47.55934643208792,31468500
2015-11-06,47.93464279174805,47.98701250208328,47.09674740338617,47.21021344436235,32851200
2015-11-09,47.27130889892578,47.891002143656564,46.7476251232801,47.6117036860455,32513100
2015-11-10,46.703975677490234,47.245119278772904,46.49450352754193,47.19274957653593,55283700
