Date,Close,High,Low,Open,Volume
,UNH,UNH,UNH,UNH,UNH
2015-07-06,104.52947235107422,105.33380403711533,102.04800853124743,102.3389354855336,6522800
2015-07-07,103.28016662597656,105.07709277154778,100.80726168762887,104.70059296530701,6476200
2015-07-08,101.63726806640625,102.67263599511925,101.31211330039297,101.86830441007702,4009800
2015-07-09,102.11644744873047,103.16037399778604,102.09077819396595,102.71542501584655,3315600
2015-07-10,104.52090454101562,105.0343092275074,103.28016947634111,103.52831648927601,4033500
2015-07-13,104.77759552001953,105.8899776950019,104.22996302632508,105.33378660751072,3766900
2015-07-14,106.9595718383789,107.13070454200265,104.39254211425782,104.54656415883684,4192400
2015-07-15,107.69548034667969,107.85806102437758,105.94134033157899,106.9168113411748,5067300
2015-07-16,106.8996810913086,107.38741650674129,104.47811467420651,107.31896080990646,7216600
2015-07-17,105.97555541992188,106.94247424558743,105.84720261237482,106.70287929162859,3702700
2015-07-20,104.94874572753906,106.30071644383307,104.67492945206261,106.14669438085913,3199700
2015-07-21,103.41706085205078,105.00861964184202,102.97210542248898,104.88026686299558,4239100
2015-07-22,103.20317077636719,103.74224476529109,102.74966315465885,103.51121492097953,3384700
2015-07-23,102.10791778564453,104.11875703235526,101.62018225322282,104.07597057949701,4896100
2015-07-24,100.91851043701172,102.44161389358138,100.6104663077847,101.9282091876347,3840600
2015-07-27,100.86715698242188,101.04684828809889,99.8232369963404,100.86715698242188,3752300
2015-07-28,103.9818344116211,104.02462085987312,101.3976935332655,101.60305412262534,5216900
2015-07-29,103.9818344116211,104.48668708215435,103.21173056944782,104.23854004454246,3924400
2015-07-30,103.16036224365234,104.32408286787738,102.29613363300845,103.65665620686765,3732400
2015-07-31,103.87915802001953,105.008651060889,103.08337838702317,103.08337838702317,3593000
2015-08-03,103.4427490234375,104.53801408378666,102.80099154011154,104.05883725195758,2541300
2015-08-04,103.39997100830078,104.07595639590085,102.87801421868073,104.03317647716884,2058200
2015-08-05,106.03543090820312,106.30924712860784,104.18717305254472,104.18717305254472,3831900
2015-08-06,104.4267807006836,106.65153871807402,104.22142012955544,106.42050889159171,3014900
2015-08-07,104.2385482788086,104.27277613445496,102.90369455008044,104.1444233078551,2276300
2015-08-10,104.80328369140625,105.53915963756538,104.34121749617024,104.8203943527283,2480000
2015-08-11,104.61503601074219,105.2653456075964,103.76791137056111,103.76791137056111,2756000
2015-08-12,103.70800018310547,104.20429417250968,101.86830073570782,103.75934521778836,3005300
2015-08-13,103.12612915039062,104.38397465287956,102.92932721077163,103.8192315562624,3253400
2015-08-14,103.55400848388672,103.69091991210627,102.90369878473251,103.16895651653762,2040500
2015-08-17,105.94985961914062,106.0610952093882,102.93788133524534,103.02344767607373,2951800
2015-08-18,107.3874282836914,107.99495797106427,105.9498911339811,106.00122964809013,4140200
2015-08-19,105.43648529052734,106.95103019534916,105.11988255752156,106.71144176098595,3411500
2015-08-20,102.50149536132812,104.75192235198844,102.50149536132812,104.59790031087482,3201600
2015-08-21,99.4980697631836,101.65437835913347,99.26703996347887,101.18375363787224,5627800
2015-08-24,94.49237823486328,96.20373163473164,81.28928649374708,94.8603194769668,8824900
2015-08-25,94.10733795166016,98.05200201941547,93.95331586552143,96.69147903210333,8109900
2015-08-26,97.08509826660156,97.40170106318791,94.36404552019744,96.31498776699728,7503200
2015-08-27,100.77304077148438,100.82438581205503,98.36859136491636,98.6167383880735,5783700
2015-08-28,100.3537368774414,100.8329136188471,99.25847202377498,100.44786181283088,3333100
2015-08-31,99.0018081665039,101.6372944108723,98.5397484159852,100.29388202791442,4087000
2015-09-01,96.3748550415039,97.735384257515,95.89567822494378,96.9995018444865,4658100
2015-09-02,97.74396514892578,98.06056139139146,96.28931065092736,97.40169311832051,4522100
2015-09-03,97.53857421875,99.19003032486887,97.08506666335838,98.1803316714652,3137100
2015-09-04,96.14381408691406,96.75134363131252,95.20257122275156,96.26360827717326,3394900
2015-09-08,99.33551025390625,99.4381938135551,97.26477409653728,97.6583846160813,3990600
2015-09-09,98.8972396850586,101.16599749051784,98.68239514623454,100.79646462147906,3753500
2015-09-10,100.34957122802734,101.35504852162184,98.59644578950197,98.69956695851279,5525700
